"","Year","State","State ANSI","category","measurement","Value","use","chemical_name","chemical_num"
"22",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(NA)"," FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS STRAIN D747",16482
"23",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(NA)"," FUNGICIDE","BACILLUS SUBTILIS",6479
"24",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," FUNGICIDE","BLAD",30006
"25",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","2,800"," FUNGICIDE","BORAX DECAHYDRATE",11102
"26",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","6,600"," FUNGICIDE","BOSCALID",128008
"27",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(NA)"," FUNGICIDE","BT SUBSP KURSTAKI EVB-113-19",6544
"28",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","603,100"," FUNGICIDE","CAPTAN",81301
"29",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," FUNGICIDE","CYFLUFENAMID",555550
"30",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","30,300"," FUNGICIDE","CYPRODINIL",288202
"31",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," FUNGICIDE","DIFENOCONAZOLE",128847
"32",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","8,600"," FUNGICIDE","FENHEXAMID",90209
"33",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","22,400"," FUNGICIDE","FLUDIOXONIL",71503
"34",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","14,600"," FUNGICIDE","FLUOPYRAM",80302
"35",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","7,100"," FUNGICIDE","FLUXAPYROXAD",138009
"36",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," FUNGICIDE","FOSETYL-AL",123301
"37",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," FUNGICIDE","ISOFETAMID",270000
"38",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","7,200"," FUNGICIDE","MEFENOXAM",113502
"39",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," FUNGICIDE","MONO-POTASSIUM SALT",76416
"40",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","10,800"," FUNGICIDE","MYCLOBUTANIL",128857
"41",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","4,000"," FUNGICIDE","PENTHIOPYRAD",90112
"42",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","3,300"," FUNGICIDE","POLYOXIN D ZINC SALT",230000
"43",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","2,300"," FUNGICIDE","PROPICONAZOLE",122101
"44",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," FUNGICIDE","PYDIFLUMETOFEN",90110
"45",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","10,600"," FUNGICIDE","PYRACLOSTROBIN",99100
"46",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","8,300"," FUNGICIDE","PYRIMETHANIL",288201
"47",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","3,600"," FUNGICIDE","QUINOLINE",55459
"48",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","1,258,100"," FUNGICIDE","SULFUR",77501
"49",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","1,300"," FUNGICIDE","TETRACONAZOLE",120603
"50",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","10,600"," FUNGICIDE","THIOPHANATE-METHYL",102001
"51",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","269,500"," FUNGICIDE","THIRAM",79801
"52",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","2,338,800"," FUNGICIDE","CHEMICAL",NA
"53",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","14,600"," FUNGICIDE","TRIFLOXYSTROBIN",129112
"54",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," FUNGICIDE","TRIFLUMIZOLE",128879
"55",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," HERBICIDE","CARFENTRAZONE-ETHYL",128712
"56",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","3,900"," HERBICIDE","FLUMIOXAZIN",129034
"57",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," HERBICIDE","OXYFLUORFEN",111601
"58",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","71,400"," HERBICIDE","PENDIMETHALIN",108501
"59",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","89,700"," HERBICIDE","CHEMICAL",NA
"60",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","300"," INSECTICIDE","ABAMECTIN",122804
"61",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","12,800"," INSECTICIDE","ACEQUINOCYL",6329
"62",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","3,300"," INSECTICIDE","ACETAMIPRID",99050
"63",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","2,800"," INSECTICIDE","AZADIRACHTIN",121701
"64",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(NA)"," INSECTICIDE","BEAUVERIA BASSIANA",128924
"65",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","28,700"," INSECTICIDE","BIFENAZATE",586
"66",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","4,600"," INSECTICIDE","BIFENTHRIN",128825
"67",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(NA)"," INSECTICIDE","BT KURSTAK ABTS-1857",6523
"68",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(NA)"," INSECTICIDE","BT KURSTAKI ABTS-351",6522
"69",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(NA)"," INSECTICIDE","BT KURSTAKI SA-11",6519
"70",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","CANOLA OIL",11332
"71",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","2,000"," INSECTICIDE","CHLORANTRANILIPROLE",90100
"72",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(NA)"," INSECTICIDE","CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA",16329
"73",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","1,700"," INSECTICIDE","CYANTRANILIPROLE",90098
"74",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","7,600"," INSECTICIDE","CYFLUMETOFEN",138831
"75",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","ETOXAZOLE",107091
"76",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","FENBUTATIN-OXIDE",104601
"77",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","6,600"," INSECTICIDE","FENPROPATHRIN",127901
"78",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","FENPYROXIMATE",129131
"79",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","6,200"," INSECTICIDE","FLONICAMID",128016
"80",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","5,000"," INSECTICIDE","FLUPYRADIFURONE",122304
"81",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","5,400"," INSECTICIDE","HEXYTHIAZOX",128849
"82",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","3,100"," INSECTICIDE","IMIDACLOPRID",129099
"83",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","LAMBDA-CYHALOTHRIN",128897
"84",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","19,400"," INSECTICIDE","MALATHION",57701
"85",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","7,900"," INSECTICIDE","METHOXYFENOZIDE",121027
"86",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","NALED",34401
"87",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","NEEM OIL",25006
"88",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","NEEM OIL",NA
"89",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","5,600"," INSECTICIDE","NOVALURON",124002
"90",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","PIPERONYL BUTOXIDE",67501
"91",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","PYRETHRINS",69001
"92",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","PYRIDABEN",129105
"93",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","3,800"," INSECTICIDE","SPINETORAM",110007
"94",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","2,000"," INSECTICIDE","SPINOSAD",110003
"95",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","1,300"," INSECTICIDE","THIAMETHOXAM",60109
"96",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","231,600"," INSECTICIDE","CHEMICAL",NA
"97",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," OTHER","ACIBENZOLAR-S-METHYL",61402
"98",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(NA)"," OTHER","CAPSICUM OLEORESIN EXTRACT",70704
"99",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","11,299,000"," OTHER","CHLOROPICRIN",81501
"100",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","1,642,600"," OTHER","DICHLOROPROPENE",29001
"101",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","3,900"," OTHER","FLUTRIAFOL",128940
"102",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," OTHER","GARLIC OIL",128827
"103",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," OTHER","HYDROGEN PEROXIDE",595
"104",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," OTHER","IRON PHOSPHATE",34903
"105",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," OTHER","METALDEHYDE",53001
"106",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," OTHER","METAM-POTASSIUM",39002
"107",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," OTHER","METAM-SODIUM",39003
"108",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," OTHER","PEROXYACETIC ACID",63201
"109",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(NA)"," OTHER","PSEUDOMONAS CHLORORAPHIS STRAIN AFS009",6800
"110",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," OTHER","REYNOUTRIA SACHALINE",55809
"111",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","15,611,900"," OTHER","CHEMICAL",NA
"112",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.234"," FUNGICIDE","AZOXYSTROBIN",128810
"113",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS STRAIN D747",16482
"114",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," FUNGICIDE","BACILLUS SUBTILIS",6479
"115",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","BLAD",30006
"116",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.042"," FUNGICIDE","BORAX DECAHYDRATE",11102
"117",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.354"," FUNGICIDE","BOSCALID",128008
"118",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," FUNGICIDE","BT SUBSP KURSTAKI EVB-113-19",6544
"119",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","1.693"," FUNGICIDE","CAPTAN",81301
"120",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","CYFLUFENAMID",555550
"121",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.316"," FUNGICIDE","CYPRODINIL",288202
"122",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","DIFENOCONAZOLE",128847
"123",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.659"," FUNGICIDE","FENHEXAMID",90209
"124",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.211"," FUNGICIDE","FLUDIOXONIL",71503
"125",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.119"," FUNGICIDE","FLUOPYRAM",80302
"126",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.161"," FUNGICIDE","FLUXAPYROXAD",138009
"127",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","FOSETYL-AL",123301
"128",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","ISOFETAMID",270000
"129",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.5"," FUNGICIDE","MEFENOXAM",113502
"130",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","MONO-POTASSIUM SALT",76416
"131",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.105"," FUNGICIDE","MYCLOBUTANIL",128857
"132",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.271"," FUNGICIDE","PENTHIOPYRAD",90112
"133",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.061"," FUNGICIDE","POLYOXIN D ZINC SALT",230000
"134",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.112"," FUNGICIDE","PROPICONAZOLE",122101
"135",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","PYDIFLUMETOFEN",90110
"136",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.167"," FUNGICIDE","PYRACLOSTROBIN",99100
"137",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.658"," FUNGICIDE","PYRIMETHANIL",288201
"138",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.095"," FUNGICIDE","QUINOLINE",55459
"139",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","5.471"," FUNGICIDE","SULFUR",77501
"140",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.036"," FUNGICIDE","TETRACONAZOLE",120603
"141",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.695"," FUNGICIDE","THIOPHANATE-METHYL",102001
"142",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","2.201"," FUNGICIDE","THIRAM",79801
"143",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.119"," FUNGICIDE","TRIFLOXYSTROBIN",129112
"144",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","TRIFLUMIZOLE",128879
"145",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," HERBICIDE","CARFENTRAZONE-ETHYL",128712
"146",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.078"," HERBICIDE","FLUMIOXAZIN",129034
"147",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," HERBICIDE","OXYFLUORFEN",111601
"148",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.923"," HERBICIDE","PENDIMETHALIN",108501
"149",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.019"," INSECTICIDE","ABAMECTIN",122804
"150",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.299"," INSECTICIDE","ACEQUINOCYL",6329
"151",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.129"," INSECTICIDE","ACETAMIPRID",99050
"152",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.03"," INSECTICIDE","AZADIRACHTIN",121701
"153",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," INSECTICIDE","BEAUVERIA BASSIANA",128924
"154",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.5"," INSECTICIDE","BIFENAZATE",586
"155",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.116"," INSECTICIDE","BIFENTHRIN",128825
"156",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," INSECTICIDE","BT KURSTAK ABTS-1857",6523
"157",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," INSECTICIDE","BT KURSTAKI ABTS-351",6522
"158",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," INSECTICIDE","BT KURSTAKI SA-11",6519
"159",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","CANOLA OIL",11332
"160",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.063"," INSECTICIDE","CHLORANTRANILIPROLE",90100
"161",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," INSECTICIDE","CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA",16329
"162",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.117"," INSECTICIDE","CYANTRANILIPROLE",90098
"163",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.178"," INSECTICIDE","CYFLUMETOFEN",138831
"164",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","ETOXAZOLE",107091
"165",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","FENBUTATIN-OXIDE",104601
"166",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.26"," INSECTICIDE","FENPROPATHRIN",127901
"167",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","FENPYROXIMATE",129131
"168",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.087"," INSECTICIDE","FLONICAMID",128016
"169",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.182"," INSECTICIDE","FLUPYRADIFURONE",122304
"170",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.186"," INSECTICIDE","HEXYTHIAZOX",128849
"171",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.457"," INSECTICIDE","IMIDACLOPRID",129099
"172",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","LAMBDA-CYHALOTHRIN",128897
"173",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","1.807"," INSECTICIDE","MALATHION",57701
"174",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.169"," INSECTICIDE","METHOXYFENOZIDE",121027
"175",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","NALED",34401
"176",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","NEEM OIL",25006
"177",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","NEEM OIL",NA
"178",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.077"," INSECTICIDE","NOVALURON",124002
"179",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","PIPERONYL BUTOXIDE",67501
"180",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","PYRETHRINS",69001
"181",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","PYRIDABEN",129105
"182",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.071"," INSECTICIDE","SPINETORAM",110007
"183",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.094"," INSECTICIDE","SPINOSAD",110003
"184",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.062"," INSECTICIDE","THIAMETHOXAM",60109
"185",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," OTHER","ACIBENZOLAR-S-METHYL",61402
"186",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," OTHER","CAPSICUM OLEORESIN EXTRACT",70704
"187",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","188.284"," OTHER","CHLOROPICRIN",81501
"188",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","111.391"," OTHER","DICHLOROPROPENE",29001
"189",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.114"," OTHER","FLUTRIAFOL",128940
"190",2023,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," OTHER","GARLIC OIL",128827
